time,close,fractal,gatorJaw,gatorTeeth,gatorLips,sma,smma
2020-06-11T23:00:00.000Z,10.01,0,10.01,10.01,10.01,10.01,10.01
2020-06-14T23:00:00.000Z,10.1,1,10.1,10.1,10.1,10.1,10.1
2020-06-15T23:00:00.000Z,9.7,-1,9.7,9.7,9.7,9.7,9.7
2020-06-16T23:00:00.000Z,9.7,0,9.7,9.7,9.7,9.7,9.7
2020-06-17T23:00:00.000Z,9.75,0,9.75,9.75,9.75,9.75,9.75
2020-06-18T23:00:00.000Z,9.88,1,9.88,9.88,9.88,9.88,9.88
2020-06-21T23:00:00.000Z,9.7301,-1,9.7301,9.7301,9.7301,9.7301,9.7301
2020-06-22T23:00:00.000Z,9.7799,1,9.7799,9.7799,9.8655,9.7799,9.7799
2020-06-23T23:00:00.000Z,9.75,-1,9.75,9.75,9.8285,9.822222222222223,9.75
2020-06-24T23:00:00.000Z,9.77,0,9.77,9.77,9.77551,9.795555555555556,9.77
2020-06-25T23:00:00.000Z,9.85,0,9.85,9.85,9.793009999999999,9.767777777777775,9.85
2020-06-28T23:00:00.000Z,9.9,1,9.9,9.9,9.784,9.79,9.9
2020-06-29T23:00:00.000Z,9.81,-1,9.81,9.84125625,9.783499999999998,9.802222222222222,9.81
2020-06-30T23:00:00.000Z,9.84,1,9.84,9.809999999999999,9.8125,9.812222222222223,9.84
2020-07-01T23:00:00.000Z,9.82,0,9.82,9.766874999999999,9.87049,9.805555555555555,9.82
2020-07-05T23:00:00.000Z,9.82,0,9.82,9.806249999999999,9.897989999999998,9.815544444444445,9.82
2020-07-06T23:00:00.000Z,9.8,-1,9.8,9.84625,9.911999999999999,9.817777777777778,9.8
2020-07-07T23:00:00.000Z,9.8,0,9.8,9.861562499999998,9.925999999999998,9.823333333333332,9.8
2020-07-08T23:00:00.000Z,9.9,0,9.9,9.8621875,9.9,9.837777777777779,9.9
2020-07-09T23:00:00.000Z,9.94,1,9.94,9.86093125,9.841,9.847777777777779,9.94
2020-07-12T23:00:00.000Z,9.93,-1,9.863076923076923,9.87311875,9.830000000000002,9.851111111111111,9.93
2020-07-13T23:00:00.000Z,10,1,9.849230769230768,9.881874999999999,9.831,9.872222222222222,10
2020-07-14T23:00:00.000Z,9.97,-1,9.828076923076923,9.890625,9.856,9.886666666666665,9.97
2020-07-15T23:00:00.000Z,10.07,1,9.842307692307692,9.873750000000001,9.883,9.914444444444444,10.07
2020-07-16T23:00:00.000Z,10.02,0,9.84423076923077,9.851875000000001,9.911,9.936666666666666,10.02
